ensgene,entrez,symbol,chr,start,end,strand,biotype,description
ENSG00000232962,3111,HLA-DOA,CHR_HSCHR6_MHC_COX_CTG1,32926465,32931899,-1,protein_coding,"major histocompatibility complex, class II, DO alpha [Source:HGNC Symbol;Acc:HGNC:4936]"
ENSG00000232963,NA,HMGN2P20,2,24330402,24330674,1,processed_pseudogene,high mobility group nucleosomal binding domain 2 pseudogene 20 [Source:HGNC Symbol;Acc:HGNC:39385]
ENSG00000232964,101927553,RP11-543E8.1,1,230592660,230595583,-1,lincRNA,
ENSG00000232965,NA,RPS12P18,10,79544087,79544356,1,processed_pseudogene,ribosomal protein S12 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:36421]
ENSG00000232968,NA,EIF4EP4,7,81463036,81463613,-1,processed_pseudogene,eukaryotic translation initiation factor 4E pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:51462]
ENSG00000232969,NA,AP001062.9,21,44339376,44340470,1,antisense,
ENSG00000232970,NA,POLHP1,2,216156342,216156811,-1,processed_pseudogene,"polymerase (DNA directed), eta pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43967]"
ENSG00000232971,NA,RP11-293A10.3,1,108734256,108734725,-1,antisense,
ENSG00000232973,285154,CYP1B1-AS1,2,38073447,38231651,1,antisense,CYP1B1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:28543]
ENSG00000232974,NA,RPS17P1,CHR_HSCHR6_MHC_APD_CTG1,29489340,29489745,-1,processed_pseudogene,ribosomal protein S17 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:13982]
ENSG00000232975,NA,RP5-945F2.1,7,68097737,68098250,1,unprocessed_pseudogene,
ENSG00000232976,NA,TRIM60P10Y,Y,24659337,24660406,1,processed_pseudogene,"tripartite motif containing 60 pseudogene 10, Y-linked [Source:HGNC Symbol;Acc:HGNC:38462]"
ENSG00000232977,100506697,LINC00327,13,23466571,23487464,1,lincRNA,long intergenic non-protein coding RNA 327 [Source:HGNC Symbol;Acc:HGNC:42009]
ENSG00000232978,NA,RP11-146N23.4,9,19291337,19292576,-1,antisense,
ENSG00000232979,NA,AC092580.2,2,7735645,7735783,-1,processed_pseudogene,
ENSG00000232981,NA,RP11-117O7.2,9,80563571,80564630,-1,unprocessed_pseudogene,
ENSG00000232982,NA,AC092662.2,2,155263458,155263724,-1,processed_pseudogene,
ENSG00000232983,NA,RP11-296L22.7,9,34546524,34546996,-1,processed_pseudogene,
ENSG00000232984,26716,OR2H1,CHR_HSCHR6_MHC_DBB_CTG1,29457111,29464258,1,protein_coding,"olfactory receptor, family 2, subfamily H, member 1 [Source:HGNC Symbol;Acc:HGNC:8252]"
ENSG00000232985,NA,RP11-442O18.1,10,128958772,128960062,-1,lincRNA,
ENSG00000232986,NA,RP11-179A7.2,13,33657436,33659928,1,lincRNA,
ENSG00000232987,104355220,LINC01219,11,1991096,1993469,1,lincRNA,long intergenic non-protein coding RNA 1219 [Source:HGNC Symbol;Acc:HGNC:49653]
ENSG00000232988,NA,HLA-T,CHR_HSCHR6_MHC_APD_CTG1,29890694,29891825,1,unprocessed_pseudogene,"major histocompatibility complex, class I, T (pseudogene) [Source:HGNC Symbol;Acc:HGNC:23478]"
ENSG00000232989,NA,RP11-136B18.1,1,238268494,238268595,-1,processed_pseudogene,
ENSG00000232990,NA,MTATP6P7,2,130276507,130277187,1,unprocessed_pseudogene,mitochondrially encoded ATP synthase 6 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:44581]
ENSG00000232991,104326057,GACAT1,2,107754112,107822129,1,lincRNA,gastric cancer associated transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:48336]
ENSG00000232992,NA,AHCYP4,2,138901433,138902747,-1,processed_pseudogene,adenosylhomocysteinase pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:44996]
ENSG00000232993,NA,RP11-334A14.5,1,53069938,53085502,-1,antisense,
ENSG00000232994,NA,RPL7P14,2,203040108,203040899,1,processed_pseudogene,ribosomal protein L7 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:35984]
ENSG00000232995,8490,RGS5,1,163244505,163321894,-1,antisense,regulator of G-protein signaling 5 [Source:EntrezGene;Acc:8490]
ENSG00000232997,NA,ZNF90P2,CHR_HSCHR6_MHC_SSTO_CTG1,28889708,28890782,-1,processed_pseudogene,zinc finger protein 90 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:21687]
ENSG00000232998,NA,VPS13A-AS1,9,77176756,77177994,-1,antisense,VPS13A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44167]
ENSG00000232999,NA,RP1-90J20.10,6,2910613,2912113,-1,unitary_pseudogene,
ENSG00000233002,NA,AC005324.6,17,15735023,15749192,-1,antisense,
ENSG00000233003,NA,CICP26,1,227975390,227978193,-1,unprocessed_pseudogene,capicua transcriptional repressor pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:48834]
ENSG00000233005,NA,AC067959.1,2,21221175,21970959,1,lincRNA,
ENSG00000233006,553103,AC034220.3,5,132311285,132369916,-1,processed_transcript,
ENSG00000233007,NA,UBTFL11,X,38531923,38534174,-1,processed_pseudogene,"upstream binding transcription factor, RNA polymerase I-like 11 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:50288]"
ENSG00000233008,101927560,RP11-475O6.1,1,83575776,83861023,-1,lincRNA,
ENSG00000233008,101927587,RP11-475O6.1,1,83575776,83861023,-1,lincRNA,
ENSG00000233009,100885778,NALCN-AS1,13,100708325,101059286,1,antisense,NALCN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42743]
ENSG00000233010,NA,RPEP4,22,29608900,29609501,1,processed_pseudogene,ribulose-5-phosphate-3-epimerase pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:44523]
ENSG00000233011,NA,SLC9A3P1,10,50150603,50152287,1,processed_pseudogene,"solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:11074]"
ENSG00000233012,NA,HDAC1P2,1,220625740,220628056,1,transcribed_processed_pseudogene,histone deacetylase 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:45191]
ENSG00000233013,NA,FAM157B,9,138216187,138252994,1,lincRNA,"family with sequence similarity 157, member B [Source:HGNC Symbol;Acc:HGNC:34080]"
ENSG00000233014,NA,TBC1D3P7,17,41323427,41329545,1,unprocessed_pseudogene,"TBC1 domain family, member 3 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:43569]"
ENSG00000233015,NA,SLC25A6P1,20,21742303,21743077,-1,processed_pseudogene,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6, pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16554]"
ENSG00000233016,84973,SNHG7,9,136721366,136728184,-1,antisense,small nucleolar RNA host gene 7 [Source:HGNC Symbol;Acc:HGNC:28254]
ENSG00000233017,NA,RP5-908M14.5,20,62427827,62447621,1,antisense,
ENSG00000233018,NA,RP4-597N16.1,1,235097187,235097412,-1,processed_pseudogene,
ENSG00000233019,NA,OR2P1P,CHR_HSCHR6_MHC_MANN_CTG1,29071788,29072563,-1,unprocessed_pseudogene,"olfactory receptor, family 2, subfamily P, member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:8272]"
ENSG00000233020,NA,RP11-42O15.2,1,70530526,70531492,1,processed_pseudogene,
ENSG00000233021,NA,RP11-490E15.2,10,437561,441170,1,antisense,
ENSG00000233023,NA,IFITM4P,CHR_HSCHR6_MHC_MANN_CTG1,29747798,29748218,-1,processed_pseudogene,interferon induced transmembrane protein 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:21669]
ENSG00000233024,100288332,RP11-1212A22.4,16,18358086,18379331,-1,protein_coding,Protein LOC102724993  [Source:UniProtKB/TrEMBL;Acc:A0A0B4J1W7]
ENSG00000233025,NA,CRYZP1,7,103088664,103089610,-1,processed_pseudogene,"crystallin, zeta (quinone reductase) pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:2421]"
ENSG00000233026,NA,MTCO1P5,3,12165299,12165642,-1,processed_pseudogene,MT-CO1 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:51300]
ENSG00000233028,NA,RP4-725G10.4,7,56175634,56176412,1,processed_pseudogene,
ENSG00000233029,NA,RP11-439A17.9,1,121090289,121097655,-1,antisense,
ENSG00000233030,NA,RP11-196G18.3,1,149785659,149793020,-1,antisense,
ENSG00000233031,NA,AC125238.3,2,203672175,203672423,-1,processed_pseudogene,
ENSG00000233033,NA,CASK-AS1,X,41520036,41522336,1,antisense,CASK antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40126]
ENSG00000233035,NA,HCG15,CHR_HSCHR6_MHC_MANN_CTG1,28986169,28987450,1,processed_transcript,HLA complex group 15 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:18361]
ENSG00000233036,NA,KRTAP8-2P,21,30802242,30802427,-1,unprocessed_pseudogene,"keratin associated protein 8-2, pseudogene [Source:HGNC Symbol;Acc:HGNC:18948]"
ENSG00000233037,NA,AC009237.10,2,95542730,95543230,-1,processed_pseudogene,
ENSG00000233038,100506585,AC011899.9,7,157854529,157866092,1,antisense,
ENSG00000233039,NA,MTND5P30,2,155311697,155313427,1,processed_pseudogene,MT-ND5 pseudogene 30 [Source:HGNC Symbol;Acc:HGNC:42292]
ENSG00000233040,NA,FAM204BP,1,197746751,197747451,-1,processed_pseudogene,"family with sequence similarity 204, member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:42011]"
ENSG00000233041,644844,PHGR1,15,40351033,40356434,1,protein_coding,proline/histidine/glycine-rich 1 [Source:HGNC Symbol;Acc:HGNC:37226]
ENSG00000233043,NA,HCG24,CHR_HSCHR6_MHC_MANN_CTG1,33298642,33301626,1,processed_transcript,HLA complex group 24 (non-protein coding) [Source:HGNC Symbol;Acc:HGNC:23500]
ENSG00000233044,NA,RP1-137K2.2,6,157107727,157119706,-1,antisense,
ENSG00000233045,NA,AC097523.1,2,138278574,138279210,1,processed_pseudogene,
ENSG00000233046,81696,OR5V1,CHR_HSCHR6_MHC_COX_CTG1,29351939,29428535,-1,protein_coding,"olfactory receptor, family 5, subfamily V, member 1 [Source:HGNC Symbol;Acc:HGNC:13972]"
ENSG00000233047,NA,RP11-24P14.1,1,105927624,106023212,-1,lincRNA,
ENSG00000233048,101929486,RP5-1069C8.2,20,12865202,12952519,-1,lincRNA,
ENSG00000233049,8449,DHX16,CHR_HSCHR6_MHC_MANN_CTG1,30697750,30717697,-1,protein_coding,DEAH (Asp-Glu-Ala-His) box polypeptide 16 [Source:HGNC Symbol;Acc:HGNC:2739]
ENSG00000233050,100133267,DEFB130,8,12064389,12071747,-1,protein_coding,"defensin, beta 130 [Source:HGNC Symbol;Acc:HGNC:18107]"
ENSG00000233051,100507436,MICA,CHR_HSCHR6_MHC_COX_CTG1,31390270,31406729,1,protein_coding,MHC class I polypeptide-related sequence A [Source:HGNC Symbol;Acc:HGNC:7090]
ENSG00000233052,NA,RP11-398B16.2,10,1361001,1361637,-1,sense_intronic,
ENSG00000233053,NA,HLA-Z,CHR_HSCHR6_MHC_QBL_CTG1,32825106,32825180,1,unprocessed_pseudogene,"major histocompatibility complex, class I, Z (pseudogene) [Source:HGNC Symbol;Acc:HGNC:19394]"
ENSG00000233054,442184,OR2B3,CHR_HSCHR6_MHC_APD_CTG1,29086337,29087343,-1,protein_coding,"olfactory receptor, family 2, subfamily B, member 3 [Source:HGNC Symbol;Acc:HGNC:8238]"
ENSG00000233055,NA,RP11-490D19.8,9,101501643,101501885,-1,processed_pseudogene,
ENSG00000233056,NA,ERVH48-1,21,42916803,42925646,-1,lincRNA,"endogenous retrovirus group 48, member 1 [Source:HGNC Symbol;Acc:HGNC:17216]"
ENSG00000233057,NA,EEF1A1P14,1,194188967,194190342,1,processed_pseudogene,eukaryotic translation elongation factor 1 alpha 1 pseudogene 14 [Source:HGNC Symbol;Acc:HGNC:3197]
ENSG00000233058,NA,LINC00884,3,194487454,194518279,1,antisense,long intergenic non-protein coding RNA 884 [Source:HGNC Symbol;Acc:HGNC:48570]
ENSG00000233060,NA,AC016700.2,2,70089721,70096100,1,lincRNA,
ENSG00000233061,NA,TTLL7-IT1,1,83979118,83984300,-1,sense_intronic,TTLL7 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41486]
ENSG00000233063,NA,SAR1AP4,X,75884546,75885136,1,processed_pseudogene,SAR1 homolog A (S. cerevisiae) pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:37638]
ENSG00000233064,NA,RP3-380B8.4,6,5851506,5870220,1,lincRNA,
ENSG00000233067,100873065,PTCHD1-AS,X,22259797,23293146,-1,lincRNA,PTCHD1 antisense RNA (head to head) [Source:HGNC Symbol;Acc:HGNC:37703]
ENSG00000233068,NA,RP1-140K8.1,6,3893126,3894292,1,lincRNA,
ENSG00000233069,NA,RP5-930J4.2,1,20732880,20733952,1,antisense,
ENSG00000233070,NA,ZFY-AS1,Y,2966844,3002626,-1,antisense,ZFY antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:38798]
ENSG00000233071,NA,RP4-635G19.1,X,103206010,103206899,-1,processed_pseudogene,
ENSG00000233072,NA,RPS15AP6,1,21003550,21003934,-1,processed_pseudogene,ribosomal protein S15a pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:35657]
ENSG00000233073,NA,AC005009.2,7,86784226,86786670,-1,antisense,
ENSG00000233076,23564,DDAH2,CHR_HSCHR6_MHC_MANN_CTG1,31766492,31770071,-1,protein_coding,dimethylarginine dimethylaminohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:2716]
ENSG00000233077,101927586,LINC01271,20,50310711,50321342,-1,lincRNA,long intergenic non-protein coding RNA 1271 [Source:HGNC Symbol;Acc:HGNC:50327]
ENSG00000233078,NA,RP11-5P18.5,1,16006160,16006671,-1,antisense,
ENSG00000233079,NA,RP11-90C4.3,1,55945087,55950119,1,lincRNA,
ENSG00000233080,104310353,LINC01399,22,35119824,35231056,-1,lincRNA,long intergenic non-protein coding RNA 1399 [Source:HGNC Symbol;Acc:HGNC:50680]
ENSG00000233081,NA,RP11-440G5.2,9,91426238,91427144,1,lincRNA,
ENSG00000233082,NA,AC073094.4,7,1267353,1269267,1,lincRNA,
ENSG00000233083,NA,FTH1P6,2,52629743,52630078,1,processed_pseudogene,"ferritin, heavy polypeptide 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:39088]"
ENSG00000233084,NA,RPL23AP25,1,248936581,248937043,1,processed_pseudogene,ribosomal protein L23a pseudogene 25 [Source:HGNC Symbol;Acc:HGNC:35672]
ENSG00000233085,NA,XXyac-YX65C7_A.3,6,169286534,169289216,-1,lincRNA,
ENSG00000233086,NA,RP11-375O18.2,9,79505804,79532342,-1,lincRNA,
ENSG00000233087,NA,AC073869.1,2,131362956,131363720,-1,transcribed_processed_pseudogene,
ENSG00000233089,100507463,PSMB8-AS1,CHR_HSCHR6_MHC_APD_CTG1,32883358,32885767,1,processed_transcript,PSMB8 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:39758]
ENSG00000233090,NA,AC015922.7,17,15792862,15793045,1,unprocessed_pseudogene,
ENSG00000233091,NA,RPL7P4,CHR_HSCHR6_MHC_DBB_CTG1,30687065,30687794,-1,processed_pseudogene,ribosomal protein L7 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:21634]
ENSG00000233093,100128420,LINC00892,X,136639543,136642429,1,processed_transcript,long intergenic non-protein coding RNA 892 [Source:HGNC Symbol;Acc:HGNC:48578]
ENSG00000233095,3135,HLA-G,CHR_HSCHR6_MHC_SSTO_CTG1,29824463,29828635,1,protein_coding,"major histocompatibility complex, class I, G [Source:HGNC Symbol;Acc:HGNC:4964]"
ENSG00000233096,NA,RP11-520A21.1,3,40970541,40971578,-1,lincRNA,
ENSG00000233098,339260,CCDC144NL-AS1,17,20868433,21002276,1,antisense,CCDC144NL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51340]
ENSG00000233098,440416,CCDC144NL-AS1,17,20868433,21002276,1,antisense,CCDC144NL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51340]
ENSG00000233098,105369205,CCDC144NL-AS1,17,20868433,21002276,1,antisense,CCDC144NL antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51340]
ENSG00000233099,NA,RP11-375A5.1,1,77346046,77349585,-1,antisense,
ENSG00000233101,404266,HOXB-AS3,17,48549630,48606414,1,antisense,HOXB cluster antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:40283]
ENSG00000233103,NA,RP11-524P6.1,X,42047883,42054836,-1,lincRNA,
ENSG00000233105,NA,AC103563.4,2,94964473,94964836,-1,unprocessed_pseudogene,
ENSG00000233106,NA,RPL12P3,20,33272262,33272657,-1,processed_pseudogene,ribosomal protein L12 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:16335]
ENSG00000233107,NA,SUCLA2P2,2,76106016,76107324,-1,processed_pseudogene,"succinate-CoA ligase, ADP-forming, beta subunit pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38102]"
ENSG00000233108,NA,AC006042.7,7,7958183,7969903,-1,antisense,
ENSG00000233109,NA,RP11-22C8.1,8,48913916,48914380,1,processed_pseudogene,
ENSG00000233110,NA,RP11-301L8.2,4,185587909,185594003,1,antisense,
ENSG00000233111,NA,RAB1C,9,37636688,37637293,-1,processed_pseudogene,"RAB1C, member RAS oncogene family pseudogene [Source:HGNC Symbol;Acc:HGNC:23683]"
ENSG00000233113,NA,RPL7AP7,CHR_HSCHR6_MHC_QBL_CTG1,29800376,29801172,-1,processed_pseudogene,ribosomal protein L7a pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:21395]
ENSG00000233114,NA,RP4-533D7.3,1,46104950,46105175,1,processed_pseudogene,
ENSG00000233115,NA,FAM90A11P,8,8011782,8017011,-1,unprocessed_pseudogene,"family with sequence similarity 90, member A11, pseudogene [Source:HGNC Symbol;Acc:HGNC:32259]"
ENSG00000233117,NA,LINC00702,10,4201141,4243912,-1,lincRNA,long intergenic non-protein coding RNA 702 [Source:HGNC Symbol;Acc:HGNC:44676]
ENSG00000233118,NA,UBE2V1P8,1,40942251,40942515,-1,processed_pseudogene,ubiquitin-conjugating enzyme E2 variant 1 pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:44893]
ENSG00000233119,NA,XXbac-BCX196D17.5,CHR_HSCHR6_MHC_SSTO_CTG1,29125038,29129735,1,processed_transcript,
ENSG00000233120,NA,USP9YP15,Y,18116527,18117695,1,unprocessed_pseudogene,"ubiquitin specific peptidase 9, Y-linked pseudogene 15 [Source:HGNC Symbol;Acc:HGNC:38751]"
ENSG00000233121,NA,VN1R20P,3,13926813,13927778,1,unitary_pseudogene,vomeronasal 1 receptor 20 pseudogene [Source:HGNC Symbol;Acc:HGNC:37335]
ENSG00000233122,NA,CTAGE7P,10,130106046,130108481,1,processed_pseudogene,"CTAGE family, member 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:25111]"
ENSG00000233123,100506527,LINC01007,7,101562779,101569006,-1,lincRNA,long intergenic non-protein coding RNA 1007 [Source:HGNC Symbol;Acc:HGNC:48973]
ENSG00000233124,NA,LINC00456,13,97172469,97179622,-1,lincRNA,long intergenic non-protein coding RNA 456 [Source:HGNC Symbol;Acc:HGNC:42804]
ENSG00000233125,NA,ACTBP12,1,92229018,92229435,-1,processed_pseudogene,"actin, beta pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:150]"
ENSG00000233126,NA,ZNF736P3Y,Y,23049247,23051195,1,processed_pseudogene,"zinc finger protein 736 pseudogene 3, Y-linked [Source:HGNC Symbol;Acc:HGNC:37728]"
ENSG00000233128,NA,AC007317.1,2,40746487,40767452,1,lincRNA,
ENSG00000233129,NA,RP5-837O21.2,1,93934479,93935244,-1,processed_pseudogene,
ENSG00000233131,NA,AC096649.1,2,175184215,175184607,1,processed_pseudogene,
ENSG00000233132,NA,FAM90A3P,8,7264526,7267536,1,unprocessed_pseudogene,"family with sequence similarity 90, member A3, pseudogene [Source:HGNC Symbol;Acc:HGNC:32251]"
ENSG00000233133,NA,AC104451.2,3,17706058,17706233,-1,unprocessed_pseudogene,
ENSG00000233134,NA,AC009960.7,2,202617284,202617627,1,unprocessed_pseudogene,
ENSG00000233135,NA,RPS27P18,10,125473686,125473932,-1,unprocessed_pseudogene,ribosomal protein S27 pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:36296]
ENSG00000233136,100287178,USP17L11,4,9215405,9217356,1,protein_coding,ubiquitin specific peptidase 17-like family member 11 [Source:HGNC Symbol;Acc:HGNC:44439]
ENSG00000233138,NA,RP1-67K17.3,6,142748443,142753759,1,antisense,
ENSG00000233139,NA,RP11-38O23.4,X,48153868,48155941,-1,processed_pseudogene,
ENSG00000233140,100507463,PSMB8-AS1,CHR_HSCHR6_MHC_SSTO_CTG1,32934803,32937212,1,processed_transcript,PSMB8 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:39758]
ENSG00000233141,116511,MAS1L,CHR_HSCHR6_MHC_COX_CTG1,29483337,29484473,-1,protein_coding,"MAS1 proto-oncogene like, G protein-coupled receptor [Source:HGNC Symbol;Acc:HGNC:13961]"
ENSG00000233143,NA,DIRC3-AS1,2,217282739,217336120,1,lincRNA,DIRC3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50636]
ENSG00000233144,NA,RP11-537A6.9,10,73381433,73383496,1,antisense,
ENSG00000233145,728660,RP11-364B14.1,X,140017268,140018037,1,lincRNA,
ENSG00000233146,NA,BPIFB5P,20,33316869,33329969,1,unitary_pseudogene,"BPI fold containing family B, member 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:42177]"
ENSG00000233147,NA,RP11-90C4.1,1,55823807,55868248,1,lincRNA,
ENSG00000233148,NA,SYF2P2,9,35010703,35011285,1,processed_pseudogene,SYF2 pre-mRNA-splicing factor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:38139]
ENSG00000233149,2968,GTF2H4,CHR_HSCHR6_MHC_MANN_CTG1,30952827,30958749,1,protein_coding,"general transcription factor IIH, polypeptide 4, 52kDa [Source:HGNC Symbol;Acc:HGNC:4658]"
ENSG00000233151,1589,CYP21A2,CHR_HSCHR6_MHC_COX_CTG1,31986739,31990111,1,protein_coding,"cytochrome P450, family 21, subfamily A, polypeptide 2 [Source:HGNC Symbol;Acc:HGNC:2600]"
ENSG00000233153,NA,UBE2E2-AS1,3,23195070,23202578,-1,antisense,UBE2E2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:44512]
ENSG00000233154,101929023,RP4-655J12.4,1,116423724,116478842,-1,lincRNA,
ENSG00000233155,NA,HMGA1P8,2,74418122,74418442,-1,processed_pseudogene,high mobility group AT-hook 1 pseudogene 8 (functional) [Source:HGNC Symbol;Acc:HGNC:39183]
ENSG00000233156,NA,HSFY8P,Y,26011435,26012237,1,unprocessed_pseudogene,"heat shock transcription factor, Y linked 8, pseudogene [Source:HGNC Symbol;Acc:HGNC:38792]"
ENSG00000233157,NA,RP3-388M5.8,22,43759199,43759910,-1,processed_pseudogene,
ENSG00000233158,NA,RPS24P6,2,94912432,94912831,1,processed_pseudogene,ribosomal protein S24 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:36240]
ENSG00000233159,NA,AC007390.4,2,37194382,37194737,-1,processed_pseudogene,
ENSG00000233160,NA,HNRNPA1P2,CHR_HSCHR6_MHC_MANN_CTG1,32364622,32365581,1,processed_pseudogene,heterogeneous nuclear ribonucleoprotein A1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:13958]
ENSG00000233161,NA,DHFRP2,CHR_HSCHR6_MHC_SSTO_CTG1,31360052,31360598,-1,processed_pseudogene,dihydrofolate reductase pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:2863]
ENSG00000233162,NA,MORF4L1P6,X,73474563,73474830,1,processed_pseudogene,mortality factor 4 like 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:39258]
ENSG00000233163,NA,RP11-259F16.3,10,69161530,69161906,-1,processed_pseudogene,
ENSG00000233164,221545,C6orf136,CHR_HSCHR6_MHC_MANN_CTG1,30691675,30697740,1,protein_coding,chromosome 6 open reading frame 136 [Source:HGNC Symbol;Acc:HGNC:21301]
ENSG00000233167,NA,EEF1A1P26,7,14190795,14192157,1,processed_pseudogene,eukaryotic translation elongation factor 1 alpha 1 pseudogene 26 [Source:HGNC Symbol;Acc:HGNC:37899]
ENSG00000233168,NA,OR2U1P,CHR_HSCHR6_MHC_DBB_CTG1,29262722,29264098,-1,unprocessed_pseudogene,"olfactory receptor, family 2, subfamily U, member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:8278]"
ENSG00000233169,NA,C6orf47-AS1,CHR_HSCHR6_MHC_MANN_CTG1,31697782,31700175,1,processed_transcript,C6orf47 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:39767]
ENSG00000233170,NA,RP11-863K10.4,8,37747338,37748004,-1,processed_pseudogene,
ENSG00000233173,NA,VN1R34P,7,63934449,63935331,-1,unitary_pseudogene,vomeronasal 1 receptor 34 pseudogene [Source:HGNC Symbol;Acc:HGNC:37354]
ENSG00000233175,NA,CTD-2020K17.3,17,45238028,45241734,-1,antisense,
ENSG00000233176,NA,OR7E157P,8,7592006,7592916,1,unprocessed_pseudogene,"olfactory receptor, family 7, subfamily E, member 157 pseudogene [Source:HGNC Symbol;Acc:HGNC:31231]"
ENSG00000233178,NA,RP11-88I18.2,9,68393881,68406500,-1,antisense,
ENSG00000233179,NA,RP11-536P6.3,22,48448890,48451217,1,lincRNA,
ENSG00000233180,442184,OR2B3,CHR_HSCHR6_MHC_COX_CTG1,29082970,29083976,-1,protein_coding,"olfactory receptor, family 2, subfamily B, member 3 [Source:HGNC Symbol;Acc:HGNC:8238]"
ENSG00000233182,NA,OR2H4P,CHR_HSCHR6_MHC_MCF_CTG1,29215392,29216335,1,unprocessed_pseudogene,"olfactory receptor, family 2, subfamily H, member 4 pseudogene [Source:HGNC Symbol;Acc:HGNC:8255]"
ENSG00000233183,NA,RP3-468B3.2,6,33893323,33927631,1,lincRNA,
ENSG00000233184,NA,RP11-421L21.3,1,101025878,101087268,1,antisense,
ENSG00000233186,NA,KLF4P1,9,4803788,4804972,-1,processed_pseudogene,Kruppel-like factor 4 (gut) pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49738]
ENSG00000233189,NA,RPL12P29,10,84389170,84389626,-1,processed_pseudogene,ribosomal protein L12 pseudogene 29 [Source:HGNC Symbol;Acc:HGNC:35791]
ENSG00000233190,NA,RPS24P13,10,32231849,32232245,-1,processed_pseudogene,ribosomal protein S24 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:36805]
ENSG00000233191,NA,AC006372.6,7,157513294,157516841,1,antisense,
ENSG00000233192,3117,HLA-DQA2,CHR_HSCHR6_MHC_APD_CTG1,32781927,32787758,1,protein_coding,"major histocompatibility complex, class II, DQ alpha 2 [Source:HGNC Symbol;Acc:HGNC:4943]"
ENSG00000233192,3118,HLA-DQA2,CHR_HSCHR6_MHC_APD_CTG1,32781927,32787758,1,protein_coding,"major histocompatibility complex, class II, DQ alpha 2 [Source:HGNC Symbol;Acc:HGNC:4943]"
ENSG00000233193,NA,AC005324.7,17,15761614,15763769,-1,lincRNA,
ENSG00000233194,NA,RPL32P1,CHR_HSCHR6_MHC_QBL_CTG1,33008496,33008905,1,processed_pseudogene,ribosomal protein L32 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10339]
